geonameId,cityName,countryName,countryCode,latitudeDegrees,longitudeDegrees,timezoneId,population,featureCode,searchNames
3461879,Guarapuava,Brazil,BR,-25.39048,-51.46541,America/Sao_Paulo,182093,PPL,Гуарапуава
3461874,Guararapes,Brazil,BR,-21.26083,-50.64278,America/Sao_Paulo,31043,PPL,
3461871,Guararema,Brazil,BR,-23.415,-46.035,America/Sao_Paulo,31236,PPLA2,
3461860,Guaratinga,Brazil,BR,-16.58197,-39.78117,America/Bahia,19049,PPLA2,
3461859,Guaratinguetá,Brazil,BR,-22.81639,-45.1925,America/Sao_Paulo,118044,PPL,Гуаратингета
3461857,Guaratuba,Brazil,BR,-25.88278,-48.57472,America/Sao_Paulo,42062,PPL,
3398573,Guaraí,Brazil,BR,-8.83417,-48.51028,America/Araguaina,25681,PPL,
3461830,Guareí,Brazil,BR,-23.37278,-48.18417,America/Sao_Paulo,15013,PPL,
3461824,Guariba,Brazil,BR,-21.36,-48.22833,America/Sao_Paulo,37498,PPL,
3461789,Guarujá,Brazil,BR,-23.99306,-46.25639,America/Sao_Paulo,322750,PPLA2,Гуаружа
3461786,Guarulhos,Brazil,BR,-23.46278,-46.53333,America/Sao_Paulo,1169577,PPL,Гуарульюс
3461935,Guará,Brazil,BR,-20.42833,-47.82417,America/Sao_Paulo,18606,PPL,
3461936,Guará,Brazil,BR,-15.80976,-47.97202,America/Sao_Paulo,120641,PPL,
3461763,Guaxupé,Brazil,BR,-21.30528,-46.71278,America/Sao_Paulo,50911,PPL,
3462022,Guaçuí,Brazil,BR,-20.77556,-41.67944,America/Sao_Paulo,29358,PPL,Гуасуи
3473964,Guaíba,Brazil,BR,-30.11389,-51.325,America/Sao_Paulo,92924,PPL,
3461994,Guaíra,Brazil,BR,-24.08204,-54.24622,America/Sao_Paulo,32097,PPL,Гуаира
3461995,Guaíra,Brazil,BR,-20.31833,-48.31056,America/Sao_Paulo,39279,PPL,Гуайра
3461724,Gurupi,Brazil,BR,-11.72917,-49.06861,America/Araguaina,89574,PPL,Гурупи
3398480,Gurupá,Brazil,BR,-1.405,-51.64,America/Belem,31786,PPL,
6317245,Herval dOeste,Brazil,BR,-27.19361,-51.49472,America/Sao_Paulo,21724,PPL,Herval d'Oeste
3398457,Hidrolândia,Brazil,BR,-4.408,-40.40414,America/Fortaleza,17855,PPL,
3461677,Hidrolândia,Brazil,BR,-16.96222,-49.22806,America/Sao_Paulo,27742,PPL,
3469168,Holambra,Brazil,BR,-22.63306,-47.05556,America/Sao_Paulo,15094,PPL,
3398450,Horizonte,Brazil,BR,-4.09802,-38.486,America/Fortaleza,70983,PPL,
3461659,Horizontina,Brazil,BR,-27.62583,-54.30778,America/Sao_Paulo,18851,PPL,
3461655,Hortolândia,Brazil,BR,-22.85833,-47.22,America/Sao_Paulo,234259,PPLA2,Ортоландия
3664078,Humaitá,Brazil,BR,-7.51651,-63.03105,America/Manaus,62312,PPL,Умайта
3398428,Humberto de Campos,Brazil,BR,-2.59833,-43.46111,America/Fortaleza,25680,PPL,
3398419,Iati,Brazil,BR,-9.04583,-36.84611,America/Recife,17605,PPL,
3461638,Iaçu,Brazil,BR,-12.76722,-40.21167,America/Bahia,24607,PPL,
3461628,Ibaiti,Brazil,BR,-23.84861,-50.18778,America/Sao_Paulo,28830,PPL,
3461624,Ibatiba,Brazil,BR,-20.23389,-41.51056,America/Sao_Paulo,25380,PPL,
3461625,Ibaté,Brazil,BR,-21.95472,-47.99667,America/Sao_Paulo,32178,PPL,
3398408,Ibiapina,Brazil,BR,-3.92333,-40.88944,America/Fortaleza,23965,PPL,
3461606,Ibicaraí,Brazil,BR,-14.865,-39.5875,America/Bahia,21665,PPL,
3461604,Ibicoara,Brazil,BR,-13.41316,-41.28572,America/Bahia,20785,PPL,
3398401,Ibimirim,Brazil,BR,-8.54056,-37.69028,America/Recife,28760,PPL,
3461592,Ibipeba,Brazil,BR,-11.64083,-42.01111,America/Bahia,16603,PPL,
3461588,Ibiporã,Brazil,BR,-23.26917,-51.04806,America/Sao_Paulo,51603,PPL,
3461576,Ibirama,Brazil,BR,-27.05694,-49.51778,America/Sao_Paulo,19862,PPL,Hammonia
3461572,Ibirapitanga,Brazil,BR,-14.16417,-39.37361,America/Bahia,25344,PPL,
3461565,Ibirataia,Brazil,BR,-14.06694,-39.64056,America/Bahia,18792,PPL,
3461563,Ibirité,Brazil,BR,-20.02194,-44.05889,America/Sao_Paulo,170537,PPL,Ибирите
3461559,Ibirubá,Brazil,BR,-28.6275,-53.08972,America/Sao_Paulo,21583,PPL,
3461550,Ibitinga,Brazil,BR,-21.75778,-48.82889,America/Sao_Paulo,60033,PPL,
3461539,Ibititá,Brazil,BR,-11.54722,-41.9775,America/Bahia,16969,PPL,
3461620,Ibiá,Brazil,BR,-19.47833,-46.53889,America/Sao_Paulo,22229,PPL,
3461528,Ibiúna,Brazil,BR,-23.65639,-47.2225,America/Sao_Paulo,75605,PPLA2,
3461525,Ibotirama,Brazil,BR,-12.18528,-43.22056,America/Bahia,26309,PPL,
3398384,Icapuí,Brazil,BR,-4.71306,-37.35528,America/Fortaleza,21433,PPL,
3398381,Icatu,Brazil,BR,-2.77583,-44.06583,America/Fortaleza,24794,PPL,
3398379,Icó,Brazil,BR,-6.40111,-38.86222,America/Fortaleza,62642,PPL,
3398355,Igaci,Brazil,BR,-9.53694,-36.63361,America/Maceio,24452,PPL,
3461503,Igaporã,Brazil,BR,-13.77333,-42.71417,America/Bahia,15527,PPL,
3461499,Igarapava,Brazil,BR,-20.03833,-47.74694,America/Sao_Paulo,26212,PPL,
3461498,Igarapé,Brazil,BR,-20.07028,-44.30167,America/Sao_Paulo,45847,PPL,
3398343,Igarapé Miri,Brazil,BR,-1.975,-48.95972,America/Belem,64831,PPL,
3398350,Igarapé-Açu,Brazil,BR,-1.12889,-47.62,America/Belem,35797,PPL,
3398352,Igarassu,Brazil,BR,-7.83417,-34.90639,America/Recife,122312,PPL,Игарасу
3461501,Igaraçu do Tietê,Brazil,BR,-22.50917,-48.55778,America/Sao_Paulo,23106,PPL,
3461484,Igreja Nova,Brazil,BR,-10.12528,-36.66194,America/Maceio,22125,PPL,
3461481,Igrejinha,Brazil,BR,-29.57444,-50.79028,America/Sao_Paulo,32808,PPL,Игрежинья
3461477,Iguaba Grande,Brazil,BR,-22.83917,-42.22889,America/Sao_Paulo,29577,PPL,
3461465,Iguape,Brazil,BR,-24.70806,-47.55528,America/Sao_Paulo,29115,PPL,Игуапи
3398331,Iguatu,Brazil,BR,-6.35944,-39.29861,America/Fortaleza,98064,PPL,
3461469,Iguaí,Brazil,BR,-14.75639,-40.08917,America/Bahia,21491,PPL,
3461444,Ijuí,Brazil,BR,-28.38778,-53.91472,America/Sao_Paulo,84780,PPL,Ижуи
3397963,Ilha de Itamaracá,Brazil,BR,-7.74778,-34.82556,America/Recife,25529,PPL,
3461411,Ilha Solteira,Brazil,BR,-20.43278,-51.3425,America/Sao_Paulo,25549,PPL,Илья-Солтейра
3461425,Ilhabela,Brazil,BR,-23.77806,-45.35806,America/Sao_Paulo,35591,PPLA2,
3461406,Ilhota,Brazil,BR,-26.89972,-48.82722,America/Sao_Paulo,17046,PPL,
3461408,Ilhéus,Brazil,BR,-14.79909,-39.03228,America/Bahia,155499,PPL,São Jorgé dos Ilhéos|Ильеус
3461370,Imbituba,Brazil,BR,-28.24,-48.67028,America/Sao_Paulo,52579,PPL,
3461368,Imbituva,Brazil,BR,-25.23,-50.60444,America/Sao_Paulo,29924,PPL,
6317277,Imbé,Brazil,BR,-29.97528,-50.12806,America/Sao_Paulo,26824,PPL,
3398269,Imperatriz,Brazil,BR,-5.52639,-47.49167,America/Fortaleza,218106,PPL,Императрис
3398264,Inajá,Brazil,BR,-8.90167,-37.82389,America/Recife,27488,PPL,
3461316,Indaial,Brazil,BR,-26.89778,-49.23167,America/Sao_Paulo,71549,PPL,
3461311,Indaiatuba,Brazil,BR,-23.08842,-47.2119,America/Sao_Paulo,256223,PPLA2,Индаятуба
3398255,Independência,Brazil,BR,-5.39639,-40.30861,America/Fortaleza,24024,PPL,
6317286,Indiara,Brazil,BR,-17.13806,-49.98806,America/Sao_Paulo,17061,PPL,
3461289,Indiaroba,Brazil,BR,-11.51917,-37.51167,America/Maceio,16549,PPL,
3398224,Ingá,Brazil,BR,-7.28083,-35.60444,America/Fortaleza,17692,PPL,
3461224,Inhambupe,Brazil,BR,-11.78444,-38.35306,America/Bahia,33790,PPL,
3398192,Inhapi,Brazil,BR,-9.22139,-37.74861,America/Maceio,15417,PPL,
3461214,Inhapim,Brazil,BR,-19.54917,-42.12,America/Sao_Paulo,22692,PPL,
3461194,Inhumas,Brazil,BR,-16.35778,-49.49611,America/Sao_Paulo,52204,PPL,
3461153,Ipaba,Brazil,BR,-19.41361,-42.41944,America/Sao_Paulo,17136,PPL,
3461151,Ipameri,Brazil,BR,-17.72194,-48.15972,America/Sao_Paulo,25548,PPL,
3461147,Ipanema,Brazil,BR,-22.98436,-43.20285,America/Sao_Paulo,37392,PPL,Ипанема
3461148,Ipanema,Brazil,BR,-19.80083,-41.71306,America/Sao_Paulo,19522,PPL,Ипанема
3461144,Ipatinga,Brazil,BR,-19.46833,-42.53667,America/Sao_Paulo,228746,PPL,Ипатинга
3461134,Iperó,Brazil,BR,-23.35028,-47.68861,America/Sao_Paulo,36459,PPL,
3461129,Ipiaú,Brazil,BR,-14.13449,-39.73948,America/Bahia,40706,PPL,Ипиау
3461124,Ipirá,Brazil,BR,-12.15833,-39.73722,America/Bahia,56876,PPL,
3663974,Ipixuna,Brazil,BR,-7.05056,-71.69472,America/Eirunepe,25458,PPL,
6317294,Ipixuna do Pará,Brazil,BR,-2.55778,-47.495,America/Belem,30329,PPL,
3398115,Ipojuca,Brazil,BR,-8.39889,-35.06389,America/Recife,105638,PPL,Ипожука
3461090,Iporá,Brazil,BR,-16.44194,-51.11778,America/Sao_Paulo,35684,PPL,Ипора
3461089,Iporã,Brazil,BR,-24.00306,-53.70417,America/Sao_Paulo,15746,PPL,
3398112,Ipu,Brazil,BR,-4.32222,-40.71083,America/Fortaleza,41081,PPL,
3398105,Ipubi,Brazil,BR,-7.65194,-40.14889,America/Recife,30603,PPL,
3398076,Ipueiras,Brazil,BR,-7.03333,-40.45,America/Fortaleza,17111,PPL,
3398077,Ipueiras,Brazil,BR,-4.54167,-40.71889,America/Fortaleza,36798,PPL,
3461055,Iracemápolis,Brazil,BR,-22.58056,-47.51861,America/Sao_Paulo,21967,PPL,
3736808,Iranduba,Brazil,BR,-3.28472,-60.18611,America/Manaus,67114,PPL,
3461023,Iraquara,Brazil,BR,-12.24861,-41.61944,America/Bahia,23879,PPL,Иракара
3461022,Irará,Brazil,BR,-12.05,-38.76667,America/Bahia,28043,PPL,
3461017,Irati,Brazil,BR,-25.46722,-50.65111,America/Sao_Paulo,59250,PPL,
3398028,Irauçuba,Brazil,BR,-3.74611,-39.78333,America/Fortaleza,23915,PPL,
3461013,Irecê,Brazil,BR,-11.30417,-41.85583,America/Bahia,74507,PPL,
3398014,Irituia,Brazil,BR,-1.77111,-47.43806,America/Belem,30955,PPL,
3398003,Itabaiana,Brazil,BR,-7.32861,-35.3325,America/Fortaleza,23182,PPL,
3460974,Itabaiana,Brazil,BR,-10.685,-37.42528,America/Maceio,103440,PPL,
3460971,Itabaianinha,Brazil,BR,-11.27389,-37.79,America/Maceio,40678,PPL,
6317308,Itabela,Brazil,BR,-16.575,-39.55333,America/Bahia,28165,PPL,
3460966,Itaberaba,Brazil,BR,-12.5275,-40.30694,America/Bahia,65073,PPL,
3460963,Itaberaí,Brazil,BR,-16.02028,-49.81028,America/Sao_Paulo,44734,PPL,Итабераи
3460967,Itaberá,Brazil,BR,-23.86194,-49.13722,America/Sao_Paulo,17983,PPL,
3460960,Itabira,Brazil,BR,-19.61917,-43.22694,America/Sao_Paulo,113343,PPL,Итабира
3460954,Itabirito,Brazil,BR,-20.25333,-43.80139,America/Sao_Paulo,53365,PPL,
3460950,Itaboraí,Brazil,BR,-22.74444,-42.85944,America/Sao_Paulo,240040,PPL,Итабораи
3460949,Itabuna,Brazil,BR,-14.78556,-39.28028,America/Bahia,205660,PPL,Итабуна
3460942,Itacarambi,Brazil,BR,-15.10222,-44.09194,America/Sao_Paulo,17208,PPL,
3460940,Itacaré,Brazil,BR,-14.2789,-38.99584,America/Bahia,27704,PPL,
3397893,Itacoatiara,Brazil,BR,-3.14306,-58.44417,America/Manaus,112520,PPL,
3460837,Itagibá,Brazil,BR,-14.28361,-39.84278,America/Bahia,15310,PPL,
3460899,Itaguaí,Brazil,BR,-22.85222,-43.77528,America/Sao_Paulo,123980,PPL,Итагуаи
3397969,Itaitinga,Brazil,BR,-3.96944,-38.52806,America/Fortaleza,64650,PPL,
3397967,Itaituba,Brazil,BR,-4.27611,-55.98361,America/Santarem,123314,PPL,
3460869,Itaiópolis,Brazil,BR,-26.33639,-49.90639,America/Sao_Paulo,22051,PPL,
3460845,Itajaí,Brazil,BR,-26.90778,-48.66194,America/Sao_Paulo,155716,PPL,Itajahy|Итажаи
3460836,Itajobi,Brazil,BR,-21.31806,-49.05444,America/Sao_Paulo,16989,PPL,
3460834,Itajubá,Brazil,BR,-22.42556,-45.45278,America/Sao_Paulo,93073,PPL,Итажуба
3460831,Itajuípe,Brazil,BR,-14.67806,-39.375,America/Bahia,18781,PPL,
3460826,Itamaraju,Brazil,BR,-17.03917,-39.53111,America/Bahia,59605,PPL,
3460825,Itamarandiba,Brazil,BR,-17.85722,-42.85889,America/Sao_Paulo,32948,PPL,
3460817,Itambacuri,Brazil,BR,-18.03111,-41.685,America/Sao_Paulo,21042,PPL,Итамбакури
3386889,Itambé,Brazil,BR,-7.41028,-35.11278,America/Recife,36626,PPL,
3460813,Itambé,Brazil,BR,-15.245,-40.62444,America/Bahia,24394,PPL,
3460788,Itanhandu,Brazil,BR,-22.29583,-44.93472,America/Sao_Paulo,15236,PPL,
3460791,Itanhaém,Brazil,BR,-24.18306,-46.78889,America/Sao_Paulo,103102,PPLA2,Итаньяэн
3460785,Itanhém,Brazil,BR,-17.16639,-40.33,America/Bahia,17813,PPL,
6317328,Itaobim,Brazil,BR,-16.56167,-41.50333,America/Sao_Paulo,19151,PPL,
3460774,Itaocara,Brazil,BR,-21.66917,-42.07611,America/Sao_Paulo,23643,PPL,
3460773,Itapaci,Brazil,BR,-14.95083,-49.54944,America/Sao_Paulo,21087,PPL,
3397941,Itapagé,Brazil,BR,-3.68667,-39.58611,America/Fortaleza,46426,PPL,Itapajé
3460764,Itaparica,Brazil,BR,-12.88833,-38.67861,America/Bahia,19789,PPL,
3460752,Itapecerica,Brazil,BR,-20.4725,-45.12556,America/Sao_Paulo,21046,PPL,
3460748,Itapecerica da Serra,Brazil,BR,-23.71694,-46.84917,America/Sao_Paulo,158522,PPL,Итапесерика-да-Серра
3397936,Itapecuru Mirim,Brazil,BR,-3.3925,-44.35861,America/Fortaleza,60440,PPL,
3460740,Itapema,Brazil,BR,-27.09028,-48.61139,America/Sao_Paulo,75940,PPL,Итапема
3460738,Itapemirim,Brazil,BR,-21.01111,-40.83389,America/Sao_Paulo,39832,PPL,Итапемирин
3460733,Itaperuna,Brazil,BR,-21.205,-41.88778,America/Sao_Paulo,107246,PPL,Итаперуна
3460734,Itaperuçu,Brazil,BR,-25.22,-49.34778,America/Sao_Paulo,31217,PPL,
3460730,Itapetinga,Brazil,BR,-15.24889,-40.24778,America/Bahia,65897,PPL,
3460728,Itapetininga,Brazil,BR,-23.59167,-48.05306,America/Sao_Paulo,157790,PPL,Итапетининга
3460723,Itapeva,Brazil,BR,-23.98222,-48.87556,America/Sao_Paulo,89728,PPL,
3460718,Itapevi,Brazil,BR,-23.54889,-46.93417,America/Sao_Paulo,240961,PPLA2,
3460707,Itapicuru,Brazil,BR,-11.31667,-38.23333,America/Bahia,31679,PPL,
3397909,Itapipoca,Brazil,BR,-3.49444,-39.57861,America/Fortaleza,131123,PPL,Итапипока
3460699,Itapira,Brazil,BR,-22.43611,-46.82167,America/Sao_Paulo,72022,PPL,Итапира
3460698,Itapiranga,Brazil,BR,-27.16944,-53.71222,America/Sao_Paulo,16638,PPL,
3397904,Itapissuma,Brazil,BR,-7.77639,-34.89222,America/Recife,27749,PPL,
3397903,Itapiúna,Brazil,BR,-4.56444,-38.92222,America/Fortaleza,17841,PPL,
3397898,Itaporanga,Brazil,BR,-7.30444,-38.15028,America/Fortaleza,23940,PPL,
3460665,Itaporanga d'Ajuda,Brazil,BR,-10.99806,-37.31056,America/Maceio,34411,PPL,
3397897,Itapororoca,Brazil,BR,-6.82972,-35.24722,America/Fortaleza,18382,PPL,
3460669,Itaporã,Brazil,BR,-22.07889,-54.78944,America/Campo_Grande,24137,PPL,
3460741,Itapoá,Brazil,BR,-26.11694,-48.61611,America/Sao_Paulo,30750,PPL,
12432866,Itapoã,Brazil,BR,-15.74937,-47.7686,America/Sao_Paulo,65408,PPL,
3460648,Itapuranga,Brazil,BR,-15.56222,-49.94861,America/Sao_Paulo,26113,PPL,
3460644,Itaquaquecetuba,Brazil,BR,-23.48611,-46.34833,America/Sao_Paulo,369275,PPL,
3460629,Itaqui,Brazil,BR,-29.12528,-56.55306,America/Sao_Paulo,35768,PPL,Итака
6317333,Itaquiraí,Brazil,BR,-23.47444,-54.185,America/Campo_Grande,19423,PPL,
3397886,Itaquitinga,Brazil,BR,-7.66778,-35.10167,America/Recife,16554,PPL,
3460622,Itarantim,Brazil,BR,-15.65972,-40.06556,America/Bahia,17052,PPL,
3460620,Itararé,Brazil,BR,-24.1125,-49.33167,America/Sao_Paulo,44438,PPL,Итараре
3397883,Itarema,Brazil,BR,-2.92028,-39.915,America/Fortaleza,42957,PPL,
3460615,Itariri,Brazil,BR,-24.28917,-47.17444,America/Sao_Paulo,15528,PPL,
3460602,Itatiaia,Brazil,BR,-22.49611,-44.56333,America/Sao_Paulo,32694,PPL,
3460598,Itatiba,Brazil,BR,-23.00583,-46.83889,America/Sao_Paulo,122581,PPLA2,
6317335,Itatim,Brazil,BR,-12.71194,-39.69806,America/Bahia,15737,PPL,
3460594,Itatinga,Brazil,BR,-23.10167,-48.61583,America/Sao_Paulo,19070,PPL,
3397877,Itatira,Brazil,BR,-4.52889,-39.62222,America/Fortaleza,20424,PPL,
3460887,Itaí,Brazil,BR,-23.41778,-49.09056,America/Sao_Paulo,25180,PPL,
3397983,Itaíba,Brazil,BR,-8.9475,-37.42278,America/Recife,33691,PPL,
3460584,Itaúna,Brazil,BR,-20.07528,-44.57639,America/Sao_Paulo,97669,PPL,Итауна
6317339,Itinga do Maranhão,Brazil,BR,-4.44972,-47.52556,America/Fortaleza,22513,PPL,
3460553,Itirapina,Brazil,BR,-22.25278,-47.82278,America/Sao_Paulo,16148,PPL,
3460548,Itiúba,Brazil,BR,-10.69167,-39.85361,America/Bahia,33872,PPL,
3460542,Itororó,Brazil,BR,-15.11694,-40.07028,America/Bahia,16617,PPL,
3460535,Itu,Brazil,BR,-23.26417,-47.29917,America/Sao_Paulo,137586,PPL,Иту
3460531,Ituaçu,Brazil,BR,-13.81333,-41.29667,America/Bahia,17914,PPL,
3460530,Ituberá,Brazil,BR,-13.73538,-39.14785,America/Bahia,21902,PPL,
3460523,Ituiutaba,Brazil,BR,-18.97428,-49.46212,America/Sao_Paulo,102217,PPL,Итиютаба
3460522,Itumbiara,Brazil,BR,-18.41917,-49.21528,America/Sao_Paulo,79582,PPL,Итумбиара
3460516,Itupeva,Brazil,BR,-23.15306,-47.05778,America/Sao_Paulo,20605,PPL,
3397851,Itupiranga,Brazil,BR,-5.13472,-49.32667,America/Belem,49754,PPL,
3460514,Ituporanga,Brazil,BR,-27.41444,-49.6025,America/Sao_Paulo,26525,PPL,
3460513,Iturama,Brazil,BR,-19.72806,-50.19556,America/Sao_Paulo,38295,PPL,Итурама
3460511,Ituverava,Brazil,BR,-20.33944,-47.78056,America/Sao_Paulo,37571,PPL,
3460671,Itápolis,Brazil,BR,-21.59556,-48.81278,America/Sao_Paulo,39493,PPL,
3460495,Ivaiporã,Brazil,BR,-24.24778,-51.68472,America/Sao_Paulo,32720,PPL,
3460484,Ivoti,Brazil,BR,-29.59111,-51.16056,America/Sao_Paulo,22983,PPL,
3461519,Içara,Brazil,BR,-28.71333,-49.3,America/Sao_Paulo,59035,PPL,Исара
3460505,Iúna,Brazil,BR,-20.34583,-41.53583,America/Sao_Paulo,28590,PPL,
6317344,Jaboatão dos Guararapes,Brazil,BR,-8.11278,-35.01472,America/Recife,644037,PPLA2,Жабоатан-дус-Гуарарапис
3460441,Jaboticabal,Brazil,BR,-21.25472,-48.32222,America/Sao_Paulo,71821,PPL,Жаботикабал
3460450,Jaboticatubas,Brazil,BR,-19.51361,-43.745,America/Sao_Paulo,20406,PPL,
3397763,Jacareacanga,Brazil,BR,-6.22222,-57.75278,America/Santarem,24042,PPL,
3460362,Jacarezinho,Brazil,BR,-23.16056,-49.96944,America/Sao_Paulo,40375,PPL,Жакарезинью
3460370,Jacareí,Brazil,BR,-23.30528,-45.96583,America/Sao_Paulo,213110,PPL,Жакареи
3460355,Jaciara,Brazil,BR,-15.96528,-54.96833,America/Cuiaba,29560,PPL,
3460344,Jacobina,Brazil,BR,-11.18143,-40.51372,America/Bahia,82590,PPL,Жакобина
3397702,Jacundá,Brazil,BR,-4.44696,-49.11556,America/Belem,59842,PPLA2,
3460281,Jacupiranga,Brazil,BR,-24.6925,-48.00222,America/Sao_Paulo,16097,PPL,
3460267,Jacutinga,Brazil,BR,-22.28556,-46.61222,America/Sao_Paulo,25525,PPL,
3460243,Jaguapitã,Brazil,BR,-23.11278,-51.53194,America/Sao_Paulo,15122,PPL,
3460242,Jaguaquara,Brazil,BR,-13.53056,-39.97083,America/Bahia,45964,PPL,
3460225,Jaguarari,Brazil,BR,-10.26389,-40.19583,America/Bahia,32703,PPL,
3397680,Jaguaretama,Brazil,BR,-5.61278,-38.76694,America/Fortaleza,17232,PPL,
3460214,Jaguariaíva,Brazil,BR,-24.24423,-49.70932,America/Sao_Paulo,35141,PPL,
3397675,Jaguaribe,Brazil,BR,-5.89056,-38.62194,America/Fortaleza,33726,PPL,Жагуариби
3460204,Jaguaripe,Brazil,BR,-13.11333,-38.89556,America/Bahia,17659,PPL,
3460200,Jaguariúna,Brazil,BR,-22.70556,-46.98583,America/Sao_Paulo,58722,PPLA2,
3397665,Jaguaruana,Brazil,BR,-4.83389,-37.78111,America/Fortaleza,31701,PPL,
3460197,Jaguaruna,Brazil,BR,-28.62145,-49.02529,America/Sao_Paulo,20375,PPL,
3460232,Jaguarão,Brazil,BR,-32.56611,-53.37583,America/Sao_Paulo,26603,PPL,
3460412,Jaguaré,Brazil,BR,-18.90556,-40.07611,America/Sao_Paulo,28931,PPL,
3397660,Jaicós,Brazil,BR,-7.35917,-41.13778,America/Fortaleza,17527,PPL,
3460186,Jales,Brazil,BR,-20.26889,-50.54583,America/Sao_Paulo,48776,PPL,
3460174,Janaúba,Brazil,BR,-15.8025,-43.30889,America/Sao_Paulo,70699,PPL,
3460172,Jandaia do Sul,Brazil,BR,-23.60306,-51.64333,America/Sao_Paulo,21408,PPL,
3460170,Jandira,Brazil,BR,-23.5275,-46.9025,America/Sao_Paulo,118045,PPL,
3460148,Januária,Brazil,BR,-15.47949,-44.3652,America/Sao_Paulo,65150,PPLA2,
3460136,Japaratuba,Brazil,BR,-10.59333,-36.94028,America/Maceio,16209,PPL,
3460132,Japeri,Brazil,BR,-22.64306,-43.65333,America/Sao_Paulo,102149,PPL,
3460107,Jaraguá,Brazil,BR,-15.75694,-49.33444,America/Sao_Paulo,45223,PPL,Жарагуа
3460102,Jaraguá do Sul,Brazil,BR,-26.48611,-49.06667,America/Sao_Paulo,182660,PPL,Жарагуа-ду-Сул
3397577,Jardim,Brazil,BR,-7.5817,-39.28348,America/Fortaleza,27411,PPL,
3460087,Jardim,Brazil,BR,-21.48028,-56.13806,America/Campo_Grande,23981,PPL,Жардин
12432956,Jardim Botânico,Brazil,BR,-15.86527,-47.81477,America/Sao_Paulo,77767,PPL,
3460071,Jardinópolis,Brazil,BR,-21.01778,-47.76389,America/Sao_Paulo,45282,PPL,
3460068,Jarinu,Brazil,BR,-23.10139,-46.72833,America/Sao_Paulo,37535,PPL,
3925040,Jaru,Brazil,BR,-10.43889,-62.46639,America/Porto_Velho,50591,PPL,Жара
3460064,Jataí,Brazil,BR,-17.87939,-51.72166,America/Sao_Paulo,105729,PPL,
3397546,Jataúba,Brazil,BR,-7.99,-36.49639,America/Recife,15843,PPL,
6317358,Jaíba,Brazil,BR,-15.33833,-43.67444,America/Sao_Paulo,37660,PPL,
3460005,Jaú,Brazil,BR,-22.29639,-48.55778,America/Sao_Paulo,133497,PPL,Жау
6317380,Jenipapo dos Vieiras,Brazil,BR,-5.37139,-45.63639,America/Fortaleza,17076,PPL,
3459925,Jequitinhonha,Brazil,BR,-16.43389,-41.00333,America/Sao_Paulo,24007,PPL,Жекитиньонья
3459943,Jequié,Brazil,BR,-13.85875,-40.08512,America/Bahia,127475,PPL,Жекие
3459922,Jeremoabo,Brazil,BR,-10.076,-38.34725,America/Bahia,37626,PPL,
3925033,Ji Paraná,Brazil,BR,-10.88528,-61.95167,America/Porto_Velho,124333,PPL,
6317383,Jijoca de Jericoacoara,Brazil,BR,-2.895,-40.44917,America/Fortaleza,25555,PPL,
3397263,Joaquim Gomes,Brazil,BR,-9.13333,-35.74833,America/Maceio,17386,PPL,
3459869,Joaçaba,Brazil,BR,-27.17806,-51.50472,America/Sao_Paulo,30146,PPL,Жоасаба
3459712,Joinville,Brazil,BR,-26.30444,-48.84556,America/Sao_Paulo,461304,PPL,Жоинвили
3459667,José Bonifácio,Brazil,BR,-21.05278,-49.68833,America/Sao_Paulo,36633,PPL,
3397230,José de Freitas,Brazil,BR,-4.75639,-42.57556,America/Fortaleza,42559,PPL,
3397319,João Alfredo,Brazil,BR,-7.85583,-35.58833,America/Recife,27725,PPL,
3397315,João Câmara,Brazil,BR,-5.5375,-35.81972,America/Fortaleza,33290,PPL,
3467612,João Dourado,Brazil,BR,-11.34484,-41.66317,America/Bahia,24854,PPLA2,
3397292,João Lisboa,Brazil,BR,-5.44778,-47.40083,America/Fortaleza,24709,PPL,
3459796,João Monlevade,Brazil,BR,-19.81,-43.17361,America/Sao_Paulo,80187,PPL,Жуан-Монлевади
3397277,João Pessoa,Brazil,BR,-7.115,-34.86306,America/Fortaleza,817511,PPLA,Жуан-Песоа
3459785,João Pinheiro,Brazil,BR,-17.7425,-46.1725,America/Sao_Paulo,46801,PPL,Жуан-Пиньейру
6317397,Juara,Brazil,BR,-11.255,-57.51972,America/Cuiaba,35899,PPL,
3459550,Juatuba,Brazil,BR,-19.95194,-44.34278,America/Sao_Paulo,30716,PPL,
3397154,Juazeiro,Brazil,BR,-9.41167,-40.49861,America/Bahia,237821,PPL,
3397147,Juazeiro do Norte,Brazil,BR,-7.21306,-39.31528,America/Fortaleza,225230,PPL,Жуазейру-ду-Норти
3397108,Jucurutu,Brazil,BR,-6.03389,-37.02028,America/Fortaleza,17793,PPL,
3397119,Jucás,Brazil,BR,-6.52528,-39.5275,America/Fortaleza,23922,PPL,
3459505,Juiz de Fora,Brazil,BR,-21.76417,-43.35028,America/Sao_Paulo,573285,PPLA2,Жуис-ди-Фора
3459462,Jundiaí,Brazil,BR,-23.18639,-46.88417,America/Sao_Paulo,443221,PPLA2,Жундиаи
3397063,Junqueiro,Brazil,BR,-9.92528,-36.47583,America/Maceio,24381,PPL,
3459452,Junqueirópolis,Brazil,BR,-21.51472,-51.43361,America/Sao_Paulo,20448,PPL,
3397055,Jupi,Brazil,BR,-8.71167,-36.415,America/Recife,15329,PPL,
